-10	-4790			
-9.99	-4779.206999			
-9.98	-4768.427992			
-9.97	-4757.662973			
-9.96	-4746.911936			
-9.95	-4736.174875			
-9.94	-4725.451784			
-9.93	-4714.742657			
-9.92	-4704.047488			
-9.91	-4693.366271			
-9.9	-4682.699			
-9.89	-4672.045669			
-9.88	-4661.406272			
-9.87	-4650.780803			
-9.86	-4640.169256			
-9.85	-4629.571625			
-9.84	-4618.987904			
-9.83	-4608.418087			
-9.82	-4597.862168			
-9.81	-4587.320141			
-9.8	-4576.792			
-9.79	-4566.277739			
-9.78	-4555.777352			
-9.77	-4545.290833			
-9.76	-4534.818176			
-9.75	-4524.359375			
-9.74	-4513.914424			
-9.73	-4503.483317			
-9.72	-4493.066048			
-9.71	-4482.662611			
-9.7	-4472.273			
-9.69	-4461.897209			
-9.68	-4451.535232			
-9.67	-4441.187063			
-9.66	-4430.852696			
-9.65	-4420.532125			
-9.64	-4410.225344			
-9.63	-4399.932347			
-9.62	-4389.653128			
-9.61	-4379.387681			
-9.6	-4369.136		26.91423653	-10007.2994
-9.59	-4358.898079		26.91420648	-10007.2994
-9.58	-4348.673912			
-9.57	-4338.463493			
-9.56	-4328.266816			
-9.55	-4318.083875			
-9.54	-4307.914664			
-9.53	-4297.759177			
-9.52	-4287.617408			
-9.51	-4277.489351			
-9.5	-4267.375			
-9.49	-4257.274349			
-9.48	-4247.187392			
-9.47	-4237.114123			
-9.46	-4227.054536			
-9.45	-4217.008625			
-9.44	-4206.976384			
-9.43	-4196.957807			
-9.42	-4186.952888			
-9.41	-4176.961621			
-9.4	-4166.984			
-9.39	-4157.020019			
-9.38	-4147.069672			
-9.37	-4137.132953			
-9.36	-4127.209856			
-9.35	-4117.300375			
-9.34	-4107.404504			
-9.33	-4097.522237			
-9.32	-4087.653568			
-9.31	-4077.798491			
-9.3	-4067.957			
-9.29	-4058.129089			
-9.28	-4048.314752			
-9.27	-4038.513983			
-9.26	-4028.726776			
-9.25	-4018.953125			
-9.24	-4009.193024			
-9.23	-3999.446467			
-9.22	-3989.713448			
-9.21	-3979.993961			
-9.2	-3970.288			
-9.19	-3960.595559			
-9.18	-3950.916632			
-9.17	-3941.251213			
-9.16	-3931.599296			
-9.15	-3921.960875			
-9.14	-3912.335944			
-9.13	-3902.724497			
-9.12	-3893.126528			
-9.11	-3883.542031			
-9.1	-3873.971			
-9.09	-3864.413429			
-9.08	-3854.869312			
-9.07	-3845.338643			
-9.06	-3835.821416			
-9.05	-3826.317625			
-9.04	-3816.827264			
-9.03	-3807.350327			
-9.02	-3797.886808			
-9.01	-3788.436701			
-9	-3779			
-8.99	-3769.576699			
-8.98	-3760.166792			
-8.97	-3750.770273			
-8.96	-3741.387136			
-8.95	-3732.017375			
-8.94	-3722.660984			
-8.93	-3713.317957			
-8.92	-3703.988288			
-8.91	-3694.671971			
-8.9	-3685.369			
-8.89	-3676.079369			
-8.88	-3666.803072			
-8.87	-3657.540103			
-8.86	-3648.290456			
-8.85	-3639.054125			
-8.84	-3629.831104			
-8.83	-3620.621387			
-8.82	-3611.424968			
-8.81	-3602.241841			
-8.8	-3593.072			
-8.79	-3583.915439			
-8.78	-3574.772152			
-8.77	-3565.642133			
-8.76	-3556.525376			
-8.75	-3547.421875			
-8.74	-3538.331624			
-8.73	-3529.254617			
-8.72	-3520.190848			
-8.71	-3511.140311			
-8.7	-3502.103			
-8.69	-3493.078909			
-8.68	-3484.068032			
-8.67	-3475.070363			
-8.66	-3466.085896			
-8.65	-3457.114625			
-8.64	-3448.156544			
-8.63	-3439.211647			
-8.62	-3430.279928			
-8.61	-3421.361381			
-8.6	-3412.456			
-8.59	-3403.563779			
-8.58	-3394.684712			
-8.57	-3385.818793			
-8.56	-3376.966016			
-8.55	-3368.126375			
-8.54	-3359.299864			
-8.53	-3350.486477			
-8.52	-3341.686208			
-8.51	-3332.899051			
-8.5	-3324.125			
-8.49	-3315.364049			
-8.48	-3306.616192			
-8.47	-3297.881423			
-8.46	-3289.159736			
-8.45	-3280.451125			
-8.44	-3271.755584			
-8.43	-3263.073107			
-8.42	-3254.403688			
-8.41	-3245.747321			
-8.4	-3237.104			
-8.39	-3228.473719			
-8.38	-3219.856472			
-8.37	-3211.252253			
-8.36	-3202.661056			
-8.35	-3194.082875			
-8.34	-3185.517704			
-8.33	-3176.965537			
-8.32	-3168.426368			
-8.31	-3159.900191			
-8.3	-3151.387			
-8.29	-3142.886789			
-8.28	-3134.399552			
-8.27	-3125.925283			
-8.26	-3117.463976			
-8.25	-3109.015625			
-8.24	-3100.580224			
-8.23	-3092.157767			
-8.22	-3083.748248			
-8.21	-3075.351661			
-8.2	-3066.968			
-8.19	-3058.597259			
-8.18	-3050.239432			
-8.17	-3041.894513			
-8.16	-3033.562496			
-8.15	-3025.243375			
-8.14	-3016.937144			
-8.13	-3008.643797			
-8.12	-3000.363328			
-8.11	-2992.095731			
-8.1	-2983.841			
-8.09	-2975.599129			
-8.08	-2967.370112			
-8.07	-2959.153943			
-8.06	-2950.950616			
-8.05	-2942.760125			
-8.04	-2934.582464			
-8.03	-2926.417627			
-8.02	-2918.265608			
-8.01	-2910.126401			
-8	-2902			
-7.99	-2893.886399			
-7.98	-2885.785592			
-7.97	-2877.697573			
-7.96	-2869.622336			
-7.95	-2861.559875			
-7.94	-2853.510184			
-7.93	-2845.473257			
-7.92	-2837.449088			
-7.91	-2829.437671			
-7.9	-2821.439			
-7.89	-2813.453069			
-7.88	-2805.479872			
-7.87	-2797.519403			
-7.86	-2789.571656			
-7.85	-2781.636625			
-7.84	-2773.714304			
-7.83	-2765.804687			
-7.82	-2757.907768			
-7.81	-2750.023541			
-7.8	-2742.152			
-7.79	-2734.293139			
-7.78	-2726.446952			
-7.77	-2718.613433			
-7.76	-2710.792576			
-7.75	-2702.984375			
-7.74	-2695.188824			
-7.73	-2687.405917			
-7.72	-2679.635648			
-7.71	-2671.878011			
-7.7	-2664.133			
