c	2 1 7 5 0 3 6 9 4 13 14 12 8 11 15 10	3996.117326	0.600388267	2	1	7	5	0	3	6	9	4	13	14	12	8	11	15	10	
		51.512161	-0.116215																	
		51.460852	-2.588139																	
		54.980766	-1.615849																	
		53.409532	-3.000126																	
		52.486125	-1.890507																	
		53.803895	-1.549931																	
		53.751959	-0.335941																	
		55.958426	-3.186893																	
		53.478239	-2.258549																	
		50.726024	-3.543949																	
		50.152266	-5.065556																	
		51.624837	-3.94495																	
		54.892406	-2.923222																	
		51.488224	-3.186893																	
		51.289406	1.075802																	
		55.862982	-4.263554																	
																				
c	3 13 12 4 10 15 0 1 14 5 6 11 9 7 2 8	4562.245277	0.543775472	3	13	12	4	10	15	0	1	14	5	6	11	9	7	2	8	
		53.803895	-1.549931																	
		50.726024	-3.543949																	
		51.624837	-3.94495																	
		53.478239	-2.258549																	
		55.862982	-4.263554																	
		51.289406	1.075802																	
		52.486125	-1.890507																	
		51.460852	-2.588139																	
		50.152266	-5.065556																	
		53.409532	-3.000126																	
		53.751959	-0.335941																	
		51.488224	-3.186893																	
		55.958426	-3.186893																	
		54.980766	-1.615849																	
		51.512161	-0.116215																	
		54.892406	-2.923222																	
																				
c	1 10 0 13 9 3 5 6 15 14 7 2 12 8 4 11	5014.646596	0.49853534	1	10	0	13	9	3	5	6	15	14	7	2	12	8	4	11	
		51.460852	-2.588139																	
		55.862982	-4.263554																	
		52.486125	-1.890507																	
		50.726024	-3.543949																	
		55.958426	-3.186893																	
		53.803895	-1.549931																	
		53.409532	-3.000126																	
		53.751959	-0.335941																	
		51.289406	1.075802																	
		50.152266	-5.065556																	
		54.980766	-1.615849																	
		51.512161	-0.116215																	
		51.624837	-3.94495																	
		54.892406	-2.923222																	
		53.478239	-2.258549																	
		51.488224	-3.186893																	
																				
c	4 3 14 6 12 10 15 13 5 11 9 7 2 8 1 0	5287.090232	0.471290977	4	3	14	6	12	10	15	13	5	11	9	7	2	8	1	0	
		53.478239	-2.258549																	
		53.803895	-1.549931																	
		50.152266	-5.065556																	
		53.751959	-0.335941																	
		51.624837	-3.94495																	
		55.862982	-4.263554																	
		51.289406	1.075802																	
		50.726024	-3.543949																	
		53.409532	-3.000126																	
		51.488224	-3.186893																	
		55.958426	-3.186893																	
		54.980766	-1.615849																	
		51.512161	-0.116215																	
		54.892406	-2.923222																	
		51.460852	-2.588139																	
		52.486125	-1.890507																	
																				
c	8 11 10 14 1 2 7 5 13 3 15 4 6 0 9 12	5017.90055	0.498209945	8	11	10	14	1	2	7	5	13	3	15	4	6	0	9	12	
		54.892406	-2.923222																	
		51.488224	-3.186893																	
		55.862982	-4.263554																	
		50.152266	-5.065556																	
		51.460852	-2.588139																	
		51.512161	-0.116215																	
		54.980766	-1.615849																	
		53.409532	-3.000126																	
		50.726024	-3.543949																	
		53.803895	-1.549931																	
		51.289406	1.075802																	
		53.478239	-2.258549																	
		53.751959	-0.335941																	
		52.486125	-1.890507																	
		55.958426	-3.186893																	
		51.624837	-3.94495																	
																				
c	2 13 15 10 3 4 1 14 0 5 9 12 11 6 7 8	3851.782716	0.614821728	2	13	15	10	3	4	1	14	0	5	9	12	11	6	7	8	
		51.512161	-0.116215																	
		50.726024	-3.543949																	
		51.289406	1.075802																	
		55.862982	-4.263554																	
		53.803895	-1.549931																	
		53.478239	-2.258549																	
		51.460852	-2.588139																	
		50.152266	-5.065556																	
		52.486125	-1.890507																	
		53.409532	-3.000126																	
		55.958426	-3.186893																	
		51.624837	-3.94495																	
		51.488224	-3.186893																	
		53.751959	-0.335941																	
		54.980766	-1.615849																	
		54.892406	-2.923222																	
																				
c	3 10 14 5 2 8 11 0 15 4 6 12 13 7 9 1	4829.928048	0.517007195	3	10	14	5	2	8	11	0	15	4	6	12	13	7	9	1	
		53.803895	-1.549931																	
		55.862982	-4.263554																	
		50.152266	-5.065556																	
		53.409532	-3.000126																	
		51.512161	-0.116215																	
		54.892406	-2.923222																	
		51.488224	-3.186893																	
		52.486125	-1.890507																	
		51.289406	1.075802																	
		53.478239	-2.258549																	
		53.751959	-0.335941																	
		51.624837	-3.94495																	
		50.726024	-3.543949																	
		54.980766	-1.615849																	
		55.958426	-3.186893																	
		51.460852	-2.588139																	
																				
