c	3 10 9 4 5 8 7 6 0 11 12 14 13 1 2 15	2137.494811	0.786250519	3	10	9	4	5	8	7	6	0	11	12	14	13	1	2	15	
		53.803895	-1.549931																	
		55.862982	-4.263554																	
		55.958426	-3.186893																	
		53.478239	-2.258549																	
		53.409532	-3.000126																	
		54.892406	-2.923222																	
		54.980766	-1.615849																	
		53.751959	-0.335941																	
		52.486125	-1.890507																	
		51.488224	-3.186893																	
		51.624837	-3.94495																	
		50.152266	-5.065556																	
		50.726024	-3.543949																	
		51.460852	-2.588139																	
		51.512161	-0.116215																	
		51.289406	1.075802																	
																				
c	11 12 7 3 6 10 8 9 4 5 0 14 13 1 2 15	2557.824626	0.744217537	11	12	7	3	6	10	8	9	4	5	0	14	13	1	2	15	
		51.488224	-3.186893																	
		51.624837	-3.94495																	
		54.980766	-1.615849																	
		53.803895	-1.549931																	
		53.751959	-0.335941																	
		55.862982	-4.263554																	
		54.892406	-2.923222																	
		55.958426	-3.186893																	
		53.478239	-2.258549																	
		53.409532	-3.000126																	
		52.486125	-1.890507																	
		50.152266	-5.065556																	
		50.726024	-3.543949																	
		51.460852	-2.588139																	
		51.512161	-0.116215																	
		51.289406	1.075802																	
																				
c	1 11 12 14 13 2 3 4 5 6 10 9 8 7 0 15	2355.930215	0.764406979	1	11	12	14	13	2	3	4	5	6	10	9	8	7	0	15	
		51.460852	-2.588139																	
		51.488224	-3.186893																	
		51.624837	-3.94495																	
		50.152266	-5.065556																	
		50.726024	-3.543949																	
		51.512161	-0.116215																	
		53.803895	-1.549931																	
		53.478239	-2.258549																	
		53.409532	-3.000126																	
		53.751959	-0.335941																	
		55.862982	-4.263554																	
		55.958426	-3.186893																	
		54.892406	-2.923222																	
		54.980766	-1.615849																	
		52.486125	-1.890507																	
		51.289406	1.075802																	
																				
c	14 13 3 4 5 12 1 6 10 9 8 7 0 11 2 15	2537.644472	0.746235553	14	13	3	4	5	12	1	6	10	9	8	7	0	11	2	15	
		50.152266	-5.065556																	
		50.726024	-3.543949																	
		53.803895	-1.549931																	
		53.478239	-2.258549																	
		53.409532	-3.000126																	
		51.624837	-3.94495																	
		51.460852	-2.588139																	
		53.751959	-0.335941																	
		55.862982	-4.263554																	
		55.958426	-3.186893																	
		54.892406	-2.923222																	
		54.980766	-1.615849																	
		52.486125	-1.890507																	
		51.488224	-3.186893																	
		51.512161	-0.116215																	
		51.289406	1.075802																	
																				
c	12 14 10 9 8 7 3 5 6 4 0 1 11 13 2 15	2344.711271	0.765528873	12	14	10	9	8	7	3	5	6	4	0	1	11	13	2	15	
		51.624837	-3.94495																	
		50.152266	-5.065556																	
		55.862982	-4.263554																	
		55.958426	-3.186893																	
		54.892406	-2.923222																	
		54.980766	-1.615849																	
		53.803895	-1.549931																	
		53.409532	-3.000126																	
		53.751959	-0.335941																	
		53.478239	-2.258549																	
		52.486125	-1.890507																	
		51.460852	-2.588139																	
		51.488224	-3.186893																	
		50.726024	-3.543949																	
		51.512161	-0.116215																	
		51.289406	1.075802																	
																				
c	9 8 7 0 11 2 10 6 3 4 5 1 12 14 13 15	2874.682409	0.712531759	9	8	7	0	11	2	10	6	3	4	5	1	12	14	13	15	
		55.958426	-3.186893																	
		54.892406	-2.923222																	
		54.980766	-1.615849																	
		52.486125	-1.890507																	
		51.488224	-3.186893																	
		51.512161	-0.116215																	
		55.862982	-4.263554																	
		53.751959	-0.335941																	
		53.803895	-1.549931																	
		53.478239	-2.258549																	
		53.409532	-3.000126																	
		51.460852	-2.588139																	
		51.624837	-3.94495																	
		50.152266	-5.065556																	
		50.726024	-3.543949																	
		51.289406	1.075802																	
																				
c	3 6 4 5 11 12 14 13 1 2 9 10 8 7 0 15	2456.56524	0.754343476	3	6	4	5	11	12	14	13	1	2	9	10	8	7	0	15	
		53.803895	-1.549931																	
		53.751959	-0.335941																	
		53.478239	-2.258549																	
		53.409532	-3.000126																	
		51.488224	-3.186893																	
		51.624837	-3.94495																	
		50.152266	-5.065556																	
		50.726024	-3.543949																	
		51.460852	-2.588139																	
		51.512161	-0.116215																	
		55.958426	-3.186893																	
		55.862982	-4.263554																	
		54.892406	-2.923222																	
		54.980766	-1.615849																	
		52.486125	-1.890507																	
		51.289406	1.075802																	
																				
c	7 0 3 6 9 10 8 4 5 11 12 14 13 1 2 15	2168.349919	0.783165008	7	0	3	6	9	10	8	4	5	11	12	14	13	1	2	15	
		54.980766	-1.615849																	
		52.486125	-1.890507																	
		53.803895	-1.549931																	
		53.751959	-0.335941																	
